Customer_ID,Bandwidth_Mbps,Price_Per_Mbps,Monthly_Internet_Fee,Years_With_Company,Customer_Type,Company_Size,Strategic_Category,Strategic_Level,Has_VoIP,Monthly_VoIP_Fee,Has_Server,Server_Type,Monthly_Server_Fee,Support_Tickets_Last_Year,Downtime_Hours_Last_Year,Contract_Type,Total_Monthly_Revenue,Number_of_Services,High_Value,Revenue_Score,Strategic_Score,Services_Score,Company_Size_Score,Customer_Priority_Score
C00284,100,250000,25000000,2.1,Business,Small,Small Business,1,1,1410906.0,0,,0.0,9,8.2,Monthly,26410906.0,2,0,16.444341961203197,26.0,35.6,25.8,22.6321709806016
C00286,50,280000,14000000,1.2,Business,Small,Small Business,1,0,0.0,0,,0.0,0,0.5,Monthly,14000000.0,1,0,7.651527828383542,26.0,27.5,25.8,17.02076391419177
C00287,50,310000,15500000,3.7,Business,Small,Small Business,1,0,0.0,1,Dedicated,12570149.0,6,5.7,Monthly,28070149.0,2,0,17.619873811994918,26.0,35.6,25.8,23.21993690599746
C00290,150,230000,34500000,4.3,Business,Small,Small Business,1,0,0.0,0,,0.0,2,6.6,Monthly,34500000.0,1,0,22.175261206333783,26.0,27.5,25.8,24.282630603166893
C00291,100,250000,25000000,7.3,Business,Small,Small Business,1,0,0.0,0,,0.0,2,5.4,Annual,25000000.0,1,0,15.444750616551964,26.0,27.5,25.8,20.917375308275982
C00293,300,200000,60000000,3.3,Business,Large,ISP Partner,3,0,0.0,0,,0.0,3,2.5,Monthly,60000000.0,1,1,40.24136857890604,63.6,27.5,56.8,45.48568428945302
C00297,50,280000,14000000,9.1,Business,Medium,Small Business,1,0,0.0,0,,0.0,6,8.6,Annual,14000000.0,1,0,7.651527828383542,26.0,27.5,26.2,17.08076391419177
C00301,20,335000,6700000,8.8,Business,Medium,Small Business,1,1,987671.0,0,,0.0,3,5.5,Annual,7687671.0,2,0,3.1794018093638705,26.0,35.6,26.2,16.059700904681936
C00302,150,260000,39000000,6.9,Business,Large,University,2,1,1364879.0,0,,0.0,5,4.2,Annual,40364879.0,2,0,26.33038017657473,43.8,35.6,56.8,35.785190088287365
C00303,20,340000,6800000,9.2,Business,Small,Small Business,1,0,0.0,0,,0.0,0,1.9,Monthly,6800000.0,1,0,2.5505092761278476,26.0,27.5,25.8,14.470254638063924
C00304,200,250000,50000000,1.7,Government,Large,Government,3,1,433989.0,0,,0.0,4,4.4,Monthly,50433989.0,2,1,33.46409085917242,63.6,35.6,56.8,43.312045429586206
C00306,100,250000,25000000,2.7,Business,Small,Small Business,1,0,0.0,0,,0.0,1,4.4,Monthly,25000000.0,1,0,15.444750616551964,26.0,27.5,25.8,20.917375308275982
C00308,300,200000,60000000,9.9,Business,Large,University,2,1,482517.0,0,,0.0,7,3.9,Annual,60482517.0,2,1,40.58321971345865,43.8,35.6,56.8,42.911609856729314
C00318,20,350000,7000000,5.4,Business,Small,Small Business,1,0,0.0,0,,0.0,2,2.4,Annual,7000000.0,1,0,2.692204235912728,26.0,27.5,25.8,14.541102117956363
C00324,150,230000,68000270,8.9,Business,Large,ISP Partner,3,0,0.0,1,Dedicated,11532290.0,3,8.0,Annual,79532560.0,2,1,54.07969509738486,63.6,35.6,56.8,53.61984754869242
C00325,30,290000,8700000,9.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,3.6,Annual,8700000.0,1,0,3.8966113940842115,26.0,27.5,26.2,15.203305697042106
C00328,150,230000,34500000,9.9,Business,Small,Small Business,1,0,0.0,1,VPS,11532759.0,10,8.7,Annual,46032759.0,2,1,30.34593031990237,26.0,35.6,25.8,29.582965159951186
C00330,150,230000,34500000,1.1,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,3.0,Monthly,34500000.0,1,0,22.175261206333783,26.0,27.5,26.2,24.342630603166892
C00332,20,305000,6100000,4.8,Business,Large,University,2,0,0.0,0,,0.0,4,5.8,Monthly,6100000.0,1,0,2.054576916880766,43.8,27.5,56.8,22.432288458440382
C00334,30,290000,8700000,7.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,2.9,Annual,8700000.0,1,0,3.8966113940842115,26.0,27.5,26.2,15.203305697042106
C00338,100,255000,25500000,7.5,Government,Large,Government,3,1,1129142.0,1,Dedicated,10944810.0,7,2.5,Annual,37573952.0,3,0,24.353078731437048,63.6,63.2,56.8,42.896539365718525
C00339,150,280000,42000000,4.6,Government,Large,Government,3,1,1910556.0,0,,0.0,3,7.9,Monthly,43910556.0,2,0,28.842402976200606,63.6,35.6,56.8,41.00120148810031
C00340,100,295000,29500000,0.3,Government,Large,Government,3,1,1203526.0,1,VPS,4619620.0,7,9.2,Monthly,35323146.0,3,0,22.75843940316921,63.6,63.2,56.8,42.0992197015846
C00342,150,245000,36750000,6.3,Business,Small,Small Business,1,1,1453457.0,0,,0.0,3,5.3,Annual,38203457.0,2,0,24.79906715973395,26.0,35.6,25.8,26.809533579866976
C00343,150,265000,39750000,0.5,Business,Large,University,2,1,1471473.0,0,,0.0,7,11.4,Monthly,41221473.0,2,0,26.93725543848458,43.8,35.6,56.8,36.08862771924229
C00344,20,310000,6200000,8.7,Business,Small,Small Business,1,1,1920526.0,0,,0.0,6,8.2,Monthly,8120526.0,2,0,3.486068668452292,26.0,35.6,25.8,16.153034334226145
C00345,300,210000,63000000,3.0,Business,Large,Enterprise,2,0,0.0,1,Dedicated,4024103.0,9,9.5,Monthly,67024103.0,2,1,45.21776853945533,43.8,35.6,56.8,45.22888426972766
C00349,200,245000,49000000,6.8,Business,Large,Hospital,3,1,1505268.0,1,Shared,9947880.0,8,6.5,Annual,60453148.0,3,1,40.56241251708903,63.6,63.2,56.8,51.001206258544514
C00351,150,230000,34500000,0.7,Business,Large,Hospital,3,0,0.0,1,VPS,18427731.0,7,8.6,Monthly,52927731.0,2,1,35.23084422119176,63.6,35.6,56.8,44.19542211059587
C00353,100,250000,25000000,1.7,Business,Large,Hospital,3,1,1907733.0,0,,0.0,3,5.3,Monthly,26907733.0,2,0,16.79633137012841,63.6,35.6,56.8,34.978165685064205
C00354,300,240000,72000000,3.6,Business,Medium,Small Business,1,1,1709085.0,0,,0.0,5,8.2,Monthly,73709085.0,2,1,49.953909817718575,26.0,35.6,26.2,39.44695490885929
C00357,200,235000,47000000,5.1,Business,Medium,Small Business,1,1,1981942.0,1,Shared,6159699.0,7,11.0,Monthly,55141641.0,3,1,36.79934366327848,26.0,63.2,26.2,37.00967183163924
C00358,150,280000,42000000,3.0,Government,Large,Government,3,0,0.0,1,VPS,7202222.0,6,6.5,Monthly,49202222.0,2,1,32.59141498152571,63.6,35.6,56.8,42.87570749076285
C00360,150,235000,35250000,2.4,Business,Large,Hospital,3,1,341708.0,1,Dedicated,13176781.0,7,3.9,Monthly,48768489.0,3,1,32.28412608156383,63.6,63.2,56.8,46.862063040781905
C00361,50,270000,13500000,2.0,Business,Small,Small Business,1,1,1585000.0,0,,0.0,4,2.4,Monthly,15085000.0,2,0,8.420222985216519,26.0,35.6,25.8,18.62011149260826
C00362,50,270000,13500000,9.9,Business,Small,Small Business,1,1,1891600.0,0,,0.0,2,1.7,Annual,15391600.0,2,0,8.63744135856674,26.0,35.6,25.8,18.72872067928337
C00364,200,220000,44000000,9.0,Government,Large,Government,3,1,669064.0,0,,0.0,6,4.4,Annual,44669064.0,2,1,29.379786778983156,63.6,35.6,56.8,41.26989338949157
C00365,150,290000,43500000,0.3,Business,Medium,Small Business,1,1,1934113.0,0,,0.0,3,5.4,Monthly,45434113.0,2,1,29.92180471542547,26.0,35.6,26.2,29.430902357712736
C00366,20,310000,6200000,4.0,Business,Small,Small Business,1,1,1679183.0,0,,0.0,4,4.5,Monthly,7879183.0,2,0,3.3150832350554804,26.0,35.6,25.8,16.06754161752774
C00367,100,250000,25000000,9.7,Government,Large,Government,3,1,1879034.0,1,VPS,13407452.0,9,6.9,Annual,40286486.0,3,0,26.27484071166265,63.6,63.2,56.8,43.85742035583132
C00369,20,365000,7300000,3.1,Business,Small,Small Business,1,0,0.0,0,,0.0,3,7.3,Monthly,7300000.0,1,0,2.904746675590048,26.0,27.5,25.8,14.647373337795024
C00375,200,225000,45000000,8.3,Government,Large,Government,3,0,0.0,1,VPS,8758126.0,8,4.7,Annual,53758126.0,2,1,35.81915815184458,63.6,35.6,56.8,44.48957907592229
C00377,100,275000,27500000,9.3,Business,Large,Hospital,3,1,1321280.0,0,,0.0,7,7.0,Annual,28821280.0,2,0,18.152031196185803,63.6,35.6,56.8,35.6560155980929
C00381,150,260000,39000000,4.7,Business,Large,University,2,1,1069283.0,0,,0.0,4,0.9,Monthly,40069283.0,2,0,26.120957859911872,43.8,35.6,56.8,35.68047892995594
C00382,150,250000,37500000,1.3,Government,Large,Government,3,1,1096108.0,1,Shared,12154710.0,6,6.2,Monthly,50750818.0,3,1,33.68855622124084,63.6,63.2,56.8,47.56427811062042
C00383,200,250000,50000000,6.5,Business,Large,ISP Partner,3,1,1255780.0,1,Shared,17495518.0,10,6.2,Annual,68751298.0,3,1,46.44144266978356,63.6,63.2,56.8,53.94072133489178
C00384,50,275000,13750000,5.2,Business,Medium,Small Business,1,0,0.0,1,VPS,12930678.0,5,5.5,Monthly,26680678.0,2,0,16.63546862465863,26.0,35.6,26.2,22.787734312329313
C00385,100,250000,25000000,9.2,Business,Large,Enterprise,2,0,0.0,1,VPS,2539599.0,8,10.1,Annual,27539599.0,2,0,17.243992507425578,43.8,35.6,56.8,31.241996253712788
C00386,300,200000,60000000,9.5,Business,Large,University,2,0,0.0,0,,0.0,3,4.4,Annual,60000000.0,1,1,40.24136857890604,43.8,27.5,56.8,41.525684289453025
C00387,100,255000,25500000,5.8,Government,Large,Government,3,1,1771196.0,1,Dedicated,11104442.0,7,3.0,Annual,38375638.0,3,0,24.921053059087555,63.6,63.2,56.8,43.18052652954377
C00391,200,250000,50000000,5.8,Business,Medium,Small Business,1,1,579858.0,1,VPS,9177785.0,9,10.2,Annual,59757643.0,3,1,40.06966475206312,26.0,63.2,26.2,38.64483237603156
C00394,200,265000,53000000,1.4,Business,Large,Hospital,3,1,794255.0,1,Shared,6356483.0,10,9.4,Monthly,60150738.0,3,1,40.348162653146304,63.6,63.2,56.8,50.89408132657314
C00398,300,200000,60000000,8.1,Business,Large,Enterprise,2,1,1932563.0,1,Dedicated,18841312.0,5,4.2,Monthly,80773875.0,3,1,54.9591354924117,43.8,63.2,56.8,54.23956774620585
C00400,10,325000,3250000,3.9,Business,Large,ISP Partner,3,1,724034.0,1,Shared,3913204.0,8,5.7,Monthly,7887238.0,3,0,3.3207899995608168,63.6,63.2,56.8,32.38039499978041
C00401,100,250000,25000000,5.0,Business,Large,University,2,0,0.0,1,VPS,3076395.0,6,4.2,Monthly,28076395.0,2,0,17.624298945589,43.8,35.6,56.8,31.4321494727945
C00403,200,220000,44000000,9.8,Business,Small,Small Business,1,0,0.0,0,,0.0,1,7.8,Annual,44000000.0,1,1,28.9057717961156,26.0,27.5,25.8,27.6478858980578
C00407,200,220000,44000000,3.7,Business,Large,University,2,1,1488025.0,0,,0.0,4,10.6,Monthly,45488025.0,2,1,29.960000008785084,43.8,35.6,56.8,37.60000000439254
C00409,100,285000,28500000,2.1,Business,Small,Small Business,1,0,0.0,1,VPS,11791349.0,6,3.9,Monthly,40291349.0,2,0,26.27828602460982,26.0,35.6,25.8,27.54914301230491
C00411,10,335000,3350000,7.1,Business,Small,Small Business,1,0,0.0,0,,0.0,1,4.1,Annual,3350000.0,1,0,0.10627121983866061,26.0,27.5,25.8,13.24813560991933
C00413,150,255000,38250000,2.0,Business,Small,Small Business,1,0,0.0,0,,0.0,4,5.2,Monthly,38250000.0,1,0,24.83204170230029,26.0,27.5,25.8,25.611020851150148
C00414,20,350000,7000000,7.6,Business,Small,Small Business,1,0,0.0,1,Dedicated,17261547.0,7,6.1,Monthly,24261547.0,2,0,14.92157527586184,26.0,35.6,25.8,21.87078763793092
C00416,150,230000,34500000,1.5,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,1.8,Monthly,34500000.0,1,0,22.175261206333783,26.0,27.5,26.2,24.342630603166892
C00418,100,285000,28500000,5.4,Business,Large,ISP Partner,3,1,334673.0,0,,0.0,3,5.1,Annual,28834673.0,2,0,18.161519799167795,63.6,35.6,56.8,35.660759899583894
C00419,300,245000,73500000,0.3,Business,Large,Enterprise,2,1,1332892.0,1,VPS,9474010.0,5,5.8,Monthly,84306902.0,3,1,57.46219608583118,43.8,63.2,56.8,55.49109804291558
C00421,100,275000,27500000,4.1,Business,Small,Small Business,1,0,0.0,0,,0.0,1,5.7,Monthly,27500000.0,1,0,17.21593761386297,26.0,27.5,25.8,21.802968806931485
C00422,100,290000,29000000,5.1,Business,Medium,Small Business,1,1,519204.0,0,,0.0,4,6.2,Annual,29519204.0,2,0,18.646492761750316,26.0,35.6,26.2,23.793246380875157
C00424,150,260000,39000000,7.9,Business,Small,Small Business,1,1,1775344.0,0,,0.0,4,10.1,Annual,40775344.0,2,0,26.621184284915234,26.0,35.6,25.8,27.72059214245762
C00425,100,250000,25000000,9.0,Business,Large,ISP Partner,3,1,1008633.0,1,Shared,13782921.0,9,5.4,Annual,39791554.0,3,0,25.9241938624814,63.6,63.2,56.8,43.68209693124069
C00426,10,355000,3550000,8.2,Business,Medium,Small Business,1,1,408882.0,0,,0.0,8,8.5,Annual,3958882.0,2,0,0.5376487723573482,26.0,35.6,26.2,14.738824386178674
C00430,200,225000,45000000,5.5,Business,Small,Small Business,1,0,0.0,1,VPS,8575302.0,4,3.8,Annual,53575302.0,2,1,35.68963195520603,26.0,35.6,25.8,32.254815977603016
C00431,200,220000,44000000,6.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,5.5,Monthly,44000000.0,1,1,28.9057717961156,26.0,27.5,26.2,27.7078858980578
C00438,300,200000,60000000,9.3,Government,Large,Government,3,1,1603590.0,1,VPS,17337188.0,7,9.3,Monthly,78940778.0,3,1,53.660432463927776,63.6,63.2,56.8,57.55021623196389
C00442,100,290000,29000000,2.0,Government,Large,Government,3,1,1343252.0,1,Dedicated,10222941.0,5,6.4,Monthly,40566193.0,3,0,26.473006072245397,63.6,63.2,56.8,43.9565030361227
C00444,150,285000,42750000,3.4,Business,Small,Small Business,1,0,0.0,0,,0.0,4,8.2,Monthly,42750000.0,1,0,28.0201782974601,26.0,27.5,25.8,27.20508914873005
C00445,50,330000,16500000,1.3,Business,Small,Small Business,1,1,1335598.0,0,,0.0,8,10.4,Monthly,17835598.0,2,0,10.36895235018838,26.0,35.6,25.8,19.59447617509419
C00447,100,250000,25000000,6.1,Business,Large,University,2,0,0.0,0,,0.0,7,4.5,Monthly,25000000.0,1,0,15.444750616551964,43.8,27.5,56.8,29.127375308275983
C00448,200,245000,49000000,1.0,Government,Large,Government,3,0,0.0,1,VPS,2483984.0,6,8.0,Monthly,51483984.0,2,1,34.20798585566905,63.6,35.6,56.8,43.683992927834524
C00453,10,320000,3200000,5.4,Business,Small,Small Business,1,0,0.0,0,,0.0,8,9.0,Monthly,3200000.0,1,0,0.0,26.0,27.5,25.8,13.195
C00459,150,230000,34500000,8.9,Business,Small,Small Business,1,1,1925574.0,1,Shared,18260790.0,10,11.4,Monthly,54686364.0,3,1,36.47679138224857,26.0,63.2,25.8,36.788395691124286
C00460,150,245000,36750000,8.1,Business,Large,University,2,0,0.0,0,,0.0,2,5.1,Annual,36750000.0,1,0,23.76932950391369,43.8,27.5,56.8,33.28966475195685
C00462,20,335000,6700000,3.5,Business,Medium,Small Business,1,0,0.0,0,,0.0,5,9.9,Monthly,6700000.0,1,0,2.4796617962354075,26.0,27.5,26.2,14.494830898117703
C00463,100,285000,28500000,1.6,Business,Large,Enterprise,2,0,0.0,1,Shared,4645003.0,4,7.7,Monthly,33145003.0,2,0,21.215279979215616,43.8,35.6,56.8,33.22763998960781
C00465,10,360000,3600000,6.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,9.6,Monthly,3600000.0,1,0,0.2833899195697609,26.0,27.5,26.2,13.396694959784881
C00466,50,290000,14500000,6.4,Business,Small,Small Business,1,1,1590893.0,0,,0.0,3,3.1,Annual,16090893.0,2,0,9.132872826130981,26.0,35.6,25.8,18.976436413065493
C00468,300,235000,70500000,4.0,Business,Small,Small Business,1,0,0.0,0,,0.0,3,3.1,Monthly,70500000.0,1,1,47.68035396761226,26.0,27.5,25.8,37.03517698380613
C00470,200,235000,47000000,4.3,Business,Medium,Small Business,1,1,399113.0,1,Dedicated,8868676.0,7,11.0,Monthly,56267789.0,3,1,37.5971911411376,26.0,63.2,26.2,37.4085955705688
C00471,100,250000,25000000,5.1,Business,Large,Enterprise,2,1,734084.0,0,,0.0,9,10.0,Annual,25734084.0,2,0,15.964830630845583,43.8,35.6,56.8,30.60241531542279
C00476,150,250000,37500000,5.3,Business,Large,Hospital,3,1,1103582.0,1,VPS,18649729.0,9,6.3,Annual,57253311.0,3,1,38.295408641923174,63.6,63.2,56.8,49.86770432096158
C00478,300,200000,60000000,8.6,Business,Large,Enterprise,2,1,358372.0,0,,0.0,3,5.1,Annual,60358372.0,2,1,40.49526610954617,43.8,35.6,56.8,42.86763305477308
C00482,10,320000,3200000,3.1,Business,Medium,Small Business,1,0,0.0,1,Shared,3622205.0,7,8.1,Monthly,6822205.0,2,0,2.5662409590379642,26.0,35.6,26.2,15.753120479518982
C00484,50,305000,15250000,1.8,Business,Large,University,2,1,613754.0,0,,0.0,6,5.9,Monthly,15863754.0,2,0,8.971950568778091,43.8,35.6,56.8,27.105975284389043
C00485,200,250000,50000000,3.0,Government,Large,Government,3,1,795441.0,1,Dedicated,19222455.0,11,7.1,Monthly,70017896.0,3,1,47.33879543315161,63.6,63.2,56.8,54.3893977165758
C00486,200,220000,44000000,5.0,Business,Large,Enterprise,2,0,0.0,1,Dedicated,11574198.0,7,7.1,Monthly,55574198.0,2,1,37.10579939687682,43.8,35.6,56.8,41.1728996984384
C00490,20,315000,6300000,7.2,Business,Large,Hospital,3,1,1584412.0,1,Shared,3495259.0,8,8.9,Annual,11379671.0,3,0,5.795090766992762,63.6,63.2,56.8,33.61754538349638
C00492,300,200000,60000000,7.2,Business,Small,Small Business,1,0,0.0,0,,0.0,4,4.6,Monthly,60000000.0,1,1,40.24136857890604,26.0,27.5,25.8,33.31568428945302
C00493,150,230000,34500000,8.5,Government,Large,Government,3,1,401075.0,1,VPS,19144689.0,7,7.4,Monthly,54045764.0,3,1,36.022942426057604,63.6,63.2,56.8,48.7314712130288
C00499,100,250000,25000000,7.7,Business,Large,University,2,0,0.0,1,Dedicated,10022194.0,9,4.6,Annual,35022194.0,2,0,22.545222495483312,43.8,35.6,56.8,33.892611247741655
C00502,300,200000,60000000,2.2,Government,Large,Government,3,0,0.0,0,,0.0,6,8.9,Monthly,60000000.0,1,1,40.24136857890604,63.6,27.5,56.8,45.48568428945302
C00503,150,245000,36750000,1.9,Government,Large,Government,3,1,746309.0,1,Dedicated,17028958.0,6,6.7,Monthly,54525267.0,3,1,36.36265821756625,63.6,63.2,56.8,48.901329108783116
C00504,200,220000,44000000,8.7,Business,Large,Enterprise,2,0,0.0,0,,0.0,2,6.6,Annual,44000000.0,1,1,28.9057717961156,43.8,27.5,56.8,35.8578858980578
C00505,50,270000,13500000,8.4,Business,Medium,Small Business,1,1,865142.0,0,,0.0,6,5.5,Annual,14365142.0,2,0,7.9102217334123965,26.0,35.6,26.2,18.4251108667062
C00506,100,250000,25000000,5.9,Business,Medium,Small Business,1,1,1416059.0,0,,0.0,2,3.6,Monthly,26416059.0,2,0,16.447992731842053,26.0,35.6,26.2,22.693996365921027
C00507,100,300000,30000000,4.9,Business,Large,Enterprise,2,1,1323677.0,0,,0.0,7,8.5,Monthly,31323677.0,2,0,19.92491640758983,43.8,35.6,56.8,32.582458203794914
C00511,100,250000,25000000,5.9,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,4.6,Annual,25000000.0,1,0,15.444750616551964,26.0,27.5,26.2,20.97737530827598
C00514,150,280000,42000000,0.6,Business,Large,University,2,0,0.0,1,Dedicated,4840755.0,3,4.7,Monthly,46840755.0,2,1,30.918375123534094,43.8,35.6,56.8,38.07918756176704
C00515,200,220000,44000000,7.3,Government,Large,Government,3,0,0.0,1,Dedicated,18460272.0,5,3.6,Annual,62460272.0,2,1,41.98440928940538,63.6,35.6,56.8,47.57220464470268
C00517,50,325000,16250000,2.3,Business,Small,Small Business,1,0,0.0,0,,0.0,2,4.8,Monthly,16250000.0,1,0,9.245596125963445,26.0,27.5,25.8,17.817798062981723
C00522,100,285000,28500000,4.3,Business,Medium,Small Business,1,1,482584.0,0,,0.0,4,8.5,Monthly,28982584.0,2,0,18.266311015151505,26.0,35.6,26.2,23.603155507575753
C00523,100,285000,28500000,5.2,Government,Large,Government,3,1,1636968.0,1,Dedicated,2162211.0,10,9.1,Annual,32299179.0,3,0,20.61603499089018,63.6,63.2,56.8,41.028017495445084
C00524,150,270000,40500000,2.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,1.5,Monthly,40500000.0,1,0,26.426109999880193,26.0,27.5,26.2,26.468054999940097
C00526,150,250000,37500000,6.8,Business,Large,ISP Partner,3,1,1866436.0,1,Dedicated,8350436.0,11,10.2,Annual,47716872.0,3,1,31.539081938943344,63.6,63.2,56.8,46.489540969471676
C00528,150,265000,39750000,4.1,Business,Small,Small Business,1,0,0.0,0,,0.0,2,4.3,Monthly,39750000.0,1,0,25.894753900686894,26.0,27.5,25.8,26.142376950343447
C00532,200,220000,44000000,7.8,Business,Small,Small Business,1,0,0.0,0,,0.0,5,7.1,Annual,44000000.0,1,1,28.9057717961156,26.0,27.5,25.8,27.6478858980578
C00534,100,275000,27500000,4.6,Business,Large,Enterprise,2,0,0.0,0,,0.0,3,9.2,Monthly,27500000.0,1,0,17.21593761386297,43.8,27.5,56.8,30.012968806931486
C00541,150,230000,95441968,6.6,Business,Large,ISP Partner,3,1,1913770.0,1,Dedicated,15645701.0,7,7.5,Monthly,113001439.0,3,1,77.791552417135,63.6,63.2,56.8,69.6157762085675
C00544,200,220000,44000000,9.2,Business,Medium,Small Business,1,1,1003245.0,0,,0.0,8,7.2,Annual,45003245.0,2,1,29.616545595762513,26.0,35.6,26.2,29.278272797881257
C00552,150,250000,37500000,1.8,Business,Small,Small Business,1,0,0.0,0,,0.0,0,4.6,Monthly,37500000.0,1,0,24.300685603106988,26.0,27.5,25.8,25.345342801553496
C00554,300,200000,60000000,2.7,Business,Large,ISP Partner,3,1,1975646.0,1,Shared,6941109.0,10,10.5,Monthly,68916755.0,3,1,46.5586647845892,63.6,63.2,56.8,53.99933239229459
C00555,200,230000,46000000,9.3,Business,Small,Small Business,1,0,0.0,0,,0.0,0,0.3,Annual,46000000.0,1,1,30.322721393964404,26.0,27.5,25.8,28.356360696982204
C00556,300,210000,63000000,7.2,Government,Large,Government,3,1,1147382.0,1,Dedicated,13874978.0,10,6.9,Annual,78022360.0,3,1,53.009756456049224,63.6,63.2,56.8,57.22487822802461
C00557,100,265000,26500000,9.9,Business,Small,Small Business,1,0,0.0,0,,0.0,0,6.9,Monthly,26500000.0,1,0,16.507462814938567,26.0,27.5,25.8,21.448731407469285
C00559,100,250000,25000000,6.7,Business,Medium,Small Business,1,0,0.0,1,Shared,2932097.0,5,6.7,Annual,27932097.0,2,0,17.522067449053807,26.0,35.6,26.2,23.231033724526903
C00561,200,235000,47000000,3.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,4.5,Monthly,47000000.0,1,1,31.03119619288881,26.0,27.5,26.2,28.770598096444406
C00562,150,260000,39000000,3.5,Business,Small,Small Business,1,1,850667.0,0,,0.0,4,2.6,Monthly,39850667.0,2,0,25.966073933270216,26.0,35.6,25.8,27.39303696663511
C00563,200,220000,44000000,7.7,Business,Small,Small Business,1,0,0.0,0,,0.0,3,1.0,Annual,44000000.0,1,1,28.9057717961156,26.0,27.5,25.8,27.6478858980578
C00564,200,240000,48000000,0.3,Business,Large,University,2,1,363445.0,0,,0.0,4,8.5,Monthly,48363445.0,2,1,31.99716261510829,43.8,35.6,56.8,38.618581307554145
C00565,100,260000,26000000,5.5,Business,Small,Small Business,1,0,0.0,1,VPS,6529992.0,5,4.0,Annual,32529992.0,2,0,20.77956018465432,26.0,35.6,25.8,24.79978009232716
C00566,100,265000,26500000,2.5,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,5.8,Monthly,26500000.0,1,0,16.507462814938567,26.0,27.5,26.2,21.508731407469284
C00569,150,265000,39750000,1.0,Business,Medium,Small Business,1,1,1345377.0,0,,0.0,6,5.8,Monthly,41095377.0,2,0,26.847919600239408,26.0,35.6,26.2,27.893959800119703
C00570,200,230000,46000000,2.7,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,1.6,Monthly,46000000.0,1,1,30.322721393964404,26.0,27.5,26.2,28.416360696982203
C00574,100,250000,25000000,9.9,Government,Large,Government,3,1,1903585.0,1,Dedicated,15309692.0,10,1.8,Annual,42213277.0,3,0,27.639923577957,63.6,63.2,56.8,44.5399617889785
C00576,150,230000,34500000,5.4,Business,Small,Small Business,1,1,1937260.0,0,,0.0,7,10.4,Annual,36437260.0,2,0,23.54776109529807,26.0,35.6,25.8,26.183880547649036
